order_id,order_date,region,channel,category,customer_segment,quantity,unit_price,discount,revenue,cost,profit,returned,delivery_days
ORD-00251,2025-03-10,Centro,Store,Moda,Studenti,2,36.38,0,72.76,41.02,31.74,0,2
ORD-00252,2025-12-18,Isole,Online,Sport,Privati,1,171.63,0,171.63,114.42,57.21,0,5
ORD-00253,2025-03-13,Centro,Store,Casa,Studenti,2,59.89,0.15,101.81,56.3,45.51,0,2
ORD-00254,2025-11-07,Centro,Store,Sport,Privati,3,215.37,0.05,613.8,380.62,233.18,0,1
ORD-00255,2025-11-23,Isole,Store,Sport,PMI,4,55.2,0.1,198.72,123.79,74.93,0,2
ORD-00256,2025-02-07,Centro,Online,Elettronica,Privati,1,345.2,0.1,310.68,208.57,102.11,0,5
ORD-00257,2025-08-01,Sud,Online,Sport,Studenti,1,38.79,0,38.79,24.45,14.34,0,4
ORD-00258,2025-07-20,Sud,Store,Sport,Professionisti,1,97.19,0,97.19,57.7,39.49,0,1
ORD-00259,2025-08-11,Centro,Store,Elettronica,Professionisti,2,127.35,0,254.7,180.47,74.23,0,3
ORD-00260,2025-09-25,Centro,Store,Sport,Privati,2,169.12,0.15,287.5,189.88,97.62,0,4
ORD-00261,2025-01-16,Nord,Online,Casa,Privati,5,107.85,0.05,512.29,299.85,212.44,0,2
ORD-00262,2025-07-08,Isole,Store,Elettronica,Professionisti,1,327.98,0,327.98,213.15,114.83,0,1
ORD-00263,2025-05-06,Isole,Online,Elettronica,Privati,4,85.31,0.15,290.05,206.36,83.69,0,3
ORD-00264,2025-06-13,Nord,Online,Casa,Studenti,3,49.62,0.1,133.97,83.73,50.24,0,5
ORD-00265,2025-02-05,Sud,Partner,Beauty,Privati,1,49.91,0,49.91,24.36,25.55,0,4
ORD-00266,2025-08-26,Isole,Partner,Casa,Professionisti,2,96.52,0,193.04,108.56,84.48,0,6
ORD-00267,2025-01-13,Sud,Online,Casa,Professionisti,4,20.2,0.15,68.68,39.79,28.89,0,4
ORD-00268,2025-05-02,Isole,Partner,Casa,Privati,1,28.76,0,28.76,17.79,10.97,0,5
ORD-00269,2025-12-25,Sud,Online,Beauty,Studenti,2,76.57,0.05,145.48,69.81,75.67,0,1
ORD-00270,2025-05-02,Isole,Partner,Casa,Privati,3,72.24,0.05,205.88,117.66,88.22,0,6
ORD-00271,2025-04-14,Centro,Store,Elettronica,Privati,1,176.48,0,176.48,122.37,54.11,0,1
ORD-00272,2025-05-16,Sud,Online,Beauty,Privati,2,68.28,0,136.56,72.29,64.27,0,5
ORD-00273,2025-02-16,Nord,Partner,Moda,Privati,1,109.85,0,109.85,56.59,53.26,0,3
ORD-00274,2025-05-08,Sud,Online,Elettronica,Privati,1,376.46,0,376.46,247.54,128.92,0,4
ORD-00275,2025-07-10,Centro,Partner,Moda,Studenti,4,26.4,0,105.6,55.64,49.96,0,5
ORD-00276,2025-06-19,Centro,Partner,Elettronica,PMI,1,354.39,0.05,336.67,218.37,118.3,0,4
ORD-00277,2025-03-30,Centro,Partner,Casa,Privati,1,105.97,0.1,95.37,54.32,41.05,0,3
ORD-00278,2025-02-01,Nord,Online,Elettronica,Professionisti,3,153.45,0.1,414.31,296.76,117.55,0,5
ORD-00279,2025-07-03,Nord,Store,Sport,Studenti,1,69.62,0,69.62,42.8,26.82,0,3
ORD-00280,2025-01-30,Nord,Online,Moda,Studenti,1,35.88,0,35.88,20.06,15.82,0,3
ORD-00281,2025-01-29,Nord,Partner,Moda,PMI,1,122.74,0,122.74,64.48,58.26,0,5
ORD-00282,2025-10-30,Isole,Store,Elettronica,Studenti,2,131.82,0.05,250.46,173.8,76.66,0,1
ORD-00283,2025-01-20,Centro,Online,Elettronica,Studenti,1,390.85,0,390.85,280.35,110.5,0,5
ORD-00284,2025-06-15,Sud,Online,Elettronica,Privati,1,277.02,0,277.02,202.48,74.54,0,6
ORD-00285,2025-12-06,Centro,Online,Casa,Privati,1,180.32,0.15,153.27,95.55,57.72,0,5
ORD-00286,2025-12-22,Nord,Store,Beauty,Professionisti,3,51.22,0.15,130.61,67.88,62.73,0,4
ORD-00287,2025-01-01,Nord,Partner,Beauty,PMI,4,14.69,0.1,52.88,26.21,26.67,0,3
ORD-00288,2025-02-23,Sud,Online,Beauty,Privati,5,25.93,0,129.65,68.51,61.14,0,3
ORD-00289,2025-06-21,Centro,Online,Sport,Privati,1,47.11,0,47.11,27.93,19.18,0,3
ORD-00290,2025-07-31,Nord,Online,Sport,Privati,1,167.57,0.15,142.43,92.6,49.83,0,4
ORD-00291,2025-08-20,Centro,Partner,Elettronica,Privati,4,91.34,0,365.36,264.7,100.66,0,7
ORD-00292,2025-02-17,Isole,Partner,Casa,Professionisti,1,111.51,0.1,100.36,62.03,38.33,0,6
ORD-00293,2025-02-21,Nord,Partner,Casa,Studenti,4,95.62,0.15,325.11,186.04,139.07,0,6
ORD-00294,2025-09-09,Nord,Online,Elettronica,Privati,2,278.08,0,556.16,364.05,192.11,0,4
ORD-00295,2025-11-23,Sud,Online,Casa,Privati,1,104.4,0.15,88.74,50.67,38.07,0,3
ORD-00296,2025-07-15,Centro,Online,Casa,Studenti,1,57.6,0,57.6,32.39,25.21,0,4
ORD-00297,2025-02-19,Nord,Online,Elettronica,PMI,2,261.53,0.05,496.91,356.95,139.96,0,2
ORD-00298,2025-09-01,Centro,Online,Sport,Privati,3,30.73,0.1,82.97,54.89,28.08,0,3
ORD-00299,2025-12-13,Isole,Online,Beauty,Privati,4,30.53,0,122.12,64.42,57.7,0,1
ORD-00300,2025-08-11,Centro,Store,Elettronica,Studenti,1,323.12,0,323.12,211.22,111.9,0,3
ORD-00301,2025-10-10,Nord,Online,Casa,Professionisti,3,107.23,0.1,289.52,176.59,112.93,0,5
ORD-00302,2025-10-26,Isole,Partner,Moda,Studenti,1,50.04,0.1,45.04,25.89,19.15,0,6
ORD-00303,2025-05-16,Nord,Online,Casa,Privati,1,44.15,0.1,39.73,23.93,15.8,0,2
ORD-00304,2025-12-20,Isole,Store,Casa,PMI,1,158.63,0,158.63,91.12,67.51,0,3
ORD-00305,2025-12-23,Centro,Partner,Moda,Privati,2,123.54,0,247.08,131.43,115.65,0,4
ORD-00306,2025-04-19,Nord,Online,Beauty,Studenti,1,16.67,0,16.67,7.99,8.68,0,3
ORD-00307,2025-07-26,Sud,Partner,Elettronica,Privati,1,360.69,0,360.69,240.96,119.73,0,6
ORD-00308,2025-05-21,Nord,Online,Casa,PMI,2,59.26,0.05,112.59,67.08,45.51,0,3
ORD-00309,2025-08-31,Centro,Online,Sport,PMI,2,138.66,0,277.32,163.96,113.36,1,5
ORD-00310,2025-04-20,Sud,Store,Beauty,Privati,1,13.66,0.15,11.61,5.52,6.09,0,1
ORD-00311,2025-11-28,Centro,Store,Elettronica,Studenti,4,375.27,0.15,1275.92,896.74,379.18,0,1
ORD-00312,2025-05-10,Nord,Online,Elettronica,Studenti,2,74.37,0.15,126.43,92.48,33.95,0,5
ORD-00313,2025-10-15,Centro,Store,Moda,Privati,1,128.7,0.15,109.39,58.61,50.78,0,1
ORD-00314,2025-11-30,Sud,Online,Casa,PMI,3,156.15,0.1,421.61,245.15,176.46,0,2
ORD-00315,2025-03-13,Isole,Store,Moda,Privati,1,61.49,0,61.49,34.06,27.43,0,2
ORD-00316,2025-04-24,Nord,Store,Moda,PMI,1,51.62,0,51.62,29.53,22.09,0,1
ORD-00317,2025-04-03,Sud,Online,Casa,Professionisti,2,147.77,0.15,251.21,155.46,95.75,0,4
ORD-00318,2025-06-07,Nord,Partner,Sport,Studenti,1,48.88,0,48.88,32.2,16.68,0,5
ORD-00319,2025-11-14,Nord,Partner,Elettronica,Professionisti,1,201.68,0,201.68,145.81,55.87,0,6
ORD-00320,2025-10-19,Centro,Partner,Beauty,Professionisti,1,18.71,0,18.71,9.65,9.06,0,5
ORD-00321,2025-11-21,Centro,Online,Elettronica,Professionisti,2,143.07,0,286.14,188.12,98.02,0,3
ORD-00322,2025-09-02,Centro,Online,Casa,Privati,1,65.11,0.1,58.6,33.13,25.47,0,4
ORD-00323,2025-11-17,Sud,Online,Moda,Privati,1,87.76,0,87.76,46.05,41.71,0,4
ORD-00324,2025-09-24,Isole,Online,Sport,PMI,1,173.73,0,173.73,112.83,60.9,0,5
ORD-00325,2025-07-26,Isole,Online,Elettronica,Privati,1,244.14,0,244.14,165.63,78.51,0,6
ORD-00326,2025-05-11,Nord,Store,Moda,Privati,1,122.81,0,122.81,68.95,53.86,0,2
ORD-00327,2025-07-14,Sud,Online,Elettronica,Privati,2,68.3,0.05,129.77,91.42,38.35,0,4
ORD-00328,2025-03-12,Nord,Partner,Casa,Studenti,1,129.87,0.05,123.38,69.83,53.55,0,6
ORD-00329,2025-05-15,Nord,Partner,Moda,Privati,1,87.33,0,87.33,49.02,38.31,0,5
ORD-00330,2025-02-15,Sud,Partner,Beauty,Privati,1,54.47,0.15,46.3,24.17,22.13,0,5
ORD-00331,2025-11-26,Centro,Partner,Casa,Studenti,1,52.46,0,52.46,32.28,20.18,0,4
ORD-00332,2025-03-01,Centro,Store,Elettronica,Professionisti,2,125.53,0,251.06,182.04,69.02,0,1
ORD-00333,2025-05-18,Sud,Online,Beauty,Privati,1,101.06,0,101.06,53.49,47.57,0,3
ORD-00334,2025-03-27,Centro,Store,Elettronica,PMI,1,212.69,0.1,191.42,131.82,59.6,0,1
ORD-00335,2025-08-13,Nord,Online,Elettronica,Privati,2,362.68,0,725.36,499.56,225.8,0,5
ORD-00336,2025-02-02,Sud,Online,Casa,Professionisti,2,100.73,0.1,181.31,102.96,78.35,0,3
ORD-00337,2025-06-23,Nord,Store,Sport,Privati,2,114.97,0.15,195.45,125.77,69.68,0,2
ORD-00338,2025-11-10,Centro,Store,Elettronica,Professionisti,3,440.9,0,1322.7,942.33,380.37,0,1
ORD-00339,2025-06-19,Centro,Online,Beauty,Professionisti,1,34.66,0.05,32.93,16.59,16.34,0,5
ORD-00340,2025-06-11,Sud,Online,Elettronica,Privati,1,289.06,0,289.06,207.84,81.22,0,4
ORD-00341,2025-11-13,Nord,Partner,Moda,Professionisti,1,66.29,0,66.29,37.81,28.48,0,4
ORD-00342,2025-11-04,Sud,Store,Sport,Privati,2,72.67,0,145.34,89.77,55.57,0,3
ORD-00343,2025-05-30,Centro,Online,Sport,PMI,1,176.66,0.15,150.16,97.18,52.98,0,3
ORD-00344,2025-07-21,Centro,Store,Elettronica,Privati,2,81.51,0.15,138.57,99.77,38.8,0,1
ORD-00345,2025-08-19,Nord,Store,Sport,PMI,1,146.48,0.1,131.83,87.59,44.24,0,1
ORD-00346,2025-04-01,Sud,Online,Moda,Privati,2,85.89,0,171.78,94.2,77.58,0,4
ORD-00347,2025-11-08,Centro,Store,Beauty,PMI,5,58.51,0,292.55,141.59,150.96,0,2
ORD-00348,2025-12-26,Sud,Online,Sport,Studenti,1,70.33,0.15,59.78,36.61,23.17,0,3
ORD-00349,2025-12-11,Isole,Store,Elettronica,Privati,2,343.49,0.15,583.93,383.18,200.75,0,1
ORD-00350,2025-12-08,Isole,Store,Moda,Studenti,3,77.06,0,231.18,127.08,104.1,1,1
ORD-00351,2025-03-16,Centro,Online,Elettronica,Professionisti,5,307.6,0,1538.0,1107.67,430.33,0,3
ORD-00352,2025-01-17,Nord,Online,Casa,Professionisti,2,51.4,0.15,87.38,51.84,35.54,0,6
ORD-00353,2025-12-23,Isole,Store,Casa,Privati,4,184.81,0,739.24,461.16,278.08,0,1
ORD-00354,2025-08-15,Sud,Partner,Moda,Professionisti,2,79.22,0.1,142.6,75.12,67.48,0,4
ORD-00355,2025-04-10,Sud,Online,Casa,Privati,1,91.94,0.05,87.34,48.39,38.95,0,4
ORD-00356,2025-05-11,Isole,Online,Elettronica,Privati,4,304.58,0.15,1035.57,725.33,310.24,0,4
ORD-00357,2025-09-09,Centro,Store,Moda,Professionisti,2,125.18,0.1,225.32,116.67,108.65,0,1
ORD-00358,2025-02-17,Sud,Partner,Casa,Privati,1,153.04,0.1,137.74,81.4,56.34,0,5
ORD-00359,2025-11-29,Nord,Store,Elettronica,PMI,2,336.89,0,673.78,475.92,197.86,0,3
ORD-00360,2025-07-17,Centro,Store,Casa,Studenti,2,92.0,0.1,165.6,96.81,68.79,1,1
ORD-00361,2025-11-30,Isole,Online,Elettronica,Privati,4,302.06,0,1208.24,847.48,360.76,0,3
ORD-00362,2025-12-17,Nord,Online,Sport,Professionisti,5,180.43,0.15,766.83,502.14,264.69,0,3
ORD-00363,2025-12-18,Centro,Online,Elettronica,Privati,1,409.4,0.1,368.46,240.32,128.14,0,5
ORD-00364,2025-08-19,Centro,Online,Moda,Professionisti,2,89.84,0.1,161.71,83.68,78.03,0,3
ORD-00365,2025-01-24,Isole,Online,Moda,Privati,3,51.75,0,155.25,82.71,72.54,0,2
ORD-00366,2025-01-16,Centro,Store,Sport,Privati,3,115.04,0.15,293.35,176.19,117.16,0,3
ORD-00367,2025-11-28,Nord,Partner,Casa,Studenti,1,24.43,0.1,21.99,12.77,9.22,0,5
ORD-00368,2025-06-26,Sud,Partner,Elettronica,Privati,1,312.39,0,312.39,207.17,105.22,0,5
ORD-00369,2025-10-18,Isole,Partner,Beauty,PMI,1,57.62,0,57.62,29.89,27.73,0,5
ORD-00370,2025-06-19,Centro,Store,Casa,Privati,1,51.8,0.05,49.21,28.79,20.42,0,3
ORD-00371,2025-06-06,Nord,Online,Moda,Professionisti,4,40.58,0,162.32,86.08,76.24,0,4
ORD-00372,2025-07-04,Sud,Store,Elettronica,Studenti,1,173.44,0.1,156.1,102.34,53.76,0,1
ORD-00373,2025-02-11,Centro,Partner,Moda,Studenti,1,117.27,0,117.27,66.15,51.12,0,6
ORD-00374,2025-10-25,Centro,Store,Sport,Privati,1,172.51,0.1,155.26,97.36,57.9,0,1
ORD-00375,2025-07-07,Nord,Partner,Casa,Professionisti,1,90.16,0,90.16,52.38,37.78,0,3
ORD-00376,2025-11-11,Centro,Store,Moda,Privati,2,96.02,0,192.04,108.44,83.6,0,1
ORD-00377,2025-07-03,Centro,Store,Elettronica,Privati,1,302.35,0.1,272.12,197.63,74.49,0,1
ORD-00378,2025-01-24,Centro,Store,Elettronica,PMI,2,162.09,0.15,275.55,184.42,91.13,0,1
ORD-00379,2025-03-31,Nord,Online,Casa,PMI,1,55.22,0,55.22,32.58,22.64,0,5
ORD-00380,2025-09-04,Isole,Online,Beauty,Privati,1,54.71,0,54.71,26.74,27.97,0,3
ORD-00381,2025-07-05,Sud,Store,Moda,Privati,1,30.69,0.15,26.09,14.26,11.83,0,2
ORD-00382,2025-01-12,Nord,Online,Casa,Privati,2,144.71,0,289.42,160.69,128.73,0,6
ORD-00383,2025-04-03,Isole,Online,Sport,Studenti,3,145.12,0,435.36,289.67,145.69,0,3
ORD-00384,2025-09-04,Nord,Partner,Elettronica,Professionisti,3,129.57,0.15,330.4,228.36,102.04,0,4
ORD-00385,2025-12-18,Nord,Online,Casa,Privati,1,41.54,0,41.54,24.53,17.01,0,3
ORD-00386,2025-11-07,Nord,Online,Elettronica,Privati,3,287.54,0,862.62,564.36,298.26,0,2
ORD-00387,2025-11-05,Isole,Online,Sport,Professionisti,1,111.41,0,111.41,71.89,39.52,0,5
ORD-00388,2025-07-15,Isole,Store,Casa,Professionisti,2,79.57,0,159.14,93.41,65.73,0,1
ORD-00389,2025-02-12,Nord,Partner,Casa,Privati,2,130.52,0.1,234.94,138.71,96.23,0,4
ORD-00390,2025-06-11,Nord,Online,Casa,Studenti,1,104.56,0.1,94.1,54.44,39.66,0,4
ORD-00391,2025-12-15,Nord,Online,Casa,Studenti,1,115.96,0.05,110.16,62.81,47.35,0,3
ORD-00392,2025-03-12,Sud,Store,Beauty,Privati,2,25.43,0,50.86,25.84,25.02,0,3
ORD-00393,2025-10-09,Centro,Store,Moda,Privati,2,108.09,0,216.18,118.06,98.12,0,2
ORD-00394,2025-07-09,Nord,Online,Elettronica,PMI,2,249.96,0.15,424.93,310.7,114.23,1,4
ORD-00395,2025-03-31,Centro,Online,Moda,Professionisti,3,50.03,0,150.09,85.26,64.83,0,3
ORD-00396,2025-12-12,Centro,Online,Elettronica,Privati,5,403.3,0,2016.5,1422.03,594.47,0,2
ORD-00397,2025-04-13,Centro,Store,Sport,Privati,1,161.91,0.1,145.72,89.92,55.8,0,1
ORD-00398,2025-04-10,Centro,Online,Sport,Privati,2,117.17,0.1,210.91,129.23,81.68,0,5
ORD-00399,2025-09-20,Sud,Partner,Beauty,Studenti,2,92.18,0.1,165.92,84.03,81.89,0,4
ORD-00400,2025-12-15,Centro,Store,Sport,Privati,1,152.87,0,152.87,98.38,54.49,0,3
ORD-00401,2025-06-11,Nord,Online,Casa,Professionisti,1,66.24,0.05,62.93,37.87,25.06,0,6
ORD-00402,2025-09-01,Nord,Online,Casa,Privati,2,150.24,0,300.48,176.87,123.61,0,5
ORD-00403,2025-05-04,Centro,Online,Beauty,Privati,2,27.44,0,54.88,26.5,28.38,0,5
ORD-00404,2025-01-04,Centro,Store,Moda,Studenti,2,73.14,0.1,131.65,75.57,56.08,0,1
ORD-00405,2025-09-19,Nord,Online,Casa,Privati,3,86.96,0.1,234.79,129.95,104.84,0,5
ORD-00406,2025-08-23,Nord,Store,Beauty,Professionisti,1,29.49,0.1,26.54,12.78,13.76,0,1
ORD-00407,2025-05-13,Centro,Online,Elettronica,PMI,1,143.32,0.05,136.15,90.49,45.66,0,2
ORD-00408,2025-05-24,Isole,Store,Sport,Professionisti,3,158.33,0,474.99,301.03,173.96,0,3
ORD-00409,2025-04-11,Centro,Partner,Elettronica,Professionisti,1,242.36,0.15,206.01,142.5,63.51,0,5
ORD-00410,2025-10-15,Centro,Online,Beauty,Privati,1,33.11,0.15,28.14,13.54,14.6,0,3
ORD-00411,2025-05-14,Isole,Store,Casa,Privati,1,40.67,0.15,34.57,21.56,13.01,0,1
ORD-00412,2025-03-31,Centro,Online,Beauty,Studenti,2,49.1,0,98.2,49.08,49.12,0,3
ORD-00413,2025-11-20,Sud,Partner,Beauty,PMI,1,74.13,0.05,70.42,37.34,33.08,0,5
ORD-00414,2025-06-12,Nord,Store,Moda,Privati,3,116.02,0,348.06,196.83,151.23,0,2
ORD-00415,2025-08-19,Centro,Online,Casa,Professionisti,2,151.66,0.15,257.82,156.63,101.19,0,3
ORD-00416,2025-08-31,Nord,Online,Sport,Professionisti,1,68.3,0,68.3,40.69,27.61,0,4
ORD-00417,2025-07-19,Centro,Online,Casa,Studenti,1,137.39,0,137.39,76.07,61.32,0,6
ORD-00418,2025-08-28,Centro,Store,Beauty,Privati,4,69.9,0,279.6,143.55,136.05,0,1
ORD-00419,2025-11-22,Nord,Online,Beauty,Studenti,3,61.33,0,183.99,97.02,86.97,0,3
ORD-00420,2025-06-05,Sud,Store,Elettronica,Privati,1,280.46,0.15,238.39,173.43,64.96,0,2
ORD-00421,2025-09-02,Sud,Store,Casa,Studenti,3,96.75,0,290.25,168.94,121.31,0,1
ORD-00422,2025-11-27,Centro,Online,Casa,Privati,1,149.9,0.1,134.91,82.55,52.36,0,4
ORD-00423,2025-05-26,Centro,Store,Moda,Privati,1,36.63,0,36.63,20.43,16.2,0,1
ORD-00424,2025-04-07,Isole,Online,Casa,Privati,5,59.5,0,297.5,179.97,117.53,0,5
ORD-00425,2025-04-30,Centro,Online,Elettronica,Privati,3,241.93,0,725.79,498.61,227.18,0,3
ORD-00426,2025-03-16,Centro,Store,Elettronica,Studenti,1,363.75,0.05,345.56,248.53,97.03,0,3
ORD-00427,2025-05-08,Centro,Partner,Casa,PMI,1,135.24,0,135.24,79.83,55.41,0,3
ORD-00428,2025-06-09,Sud,Online,Beauty,Professionisti,2,24.35,0.05,46.27,23.9,22.37,0,4
ORD-00429,2025-01-27,Centro,Online,Beauty,Studenti,1,25.89,0,25.89,13.28,12.61,0,4
ORD-00430,2025-10-25,Nord,Online,Moda,Privati,1,35.66,0,35.66,20.01,15.65,0,7
ORD-00431,2025-11-17,Centro,Online,Elettronica,Studenti,1,281.06,0,281.06,205.96,75.1,0,4
ORD-00432,2025-08-13,Nord,Online,Moda,Professionisti,1,22.42,0.15,19.06,10.36,8.7,0,2
ORD-00433,2025-12-23,Nord,Store,Sport,Privati,1,198.43,0.1,178.59,118.35,60.24,0,2
ORD-00434,2025-06-01,Nord,Store,Moda,Professionisti,2,110.19,0,220.38,122.64,97.74,0,1
ORD-00435,2025-11-14,Sud,Store,Casa,Studenti,1,110.18,0.05,104.67,63.72,40.95,0,1
ORD-00436,2025-06-14,Centro,Store,Elettronica,Professionisti,1,412.6,0,412.6,270.44,142.16,0,2
ORD-00437,2025-01-17,Sud,Partner,Sport,Studenti,2,67.23,0,134.46,81.59,52.87,0,7
ORD-00438,2025-12-02,Centro,Partner,Sport,Professionisti,1,138.15,0.05,131.24,86.0,45.24,0,5
ORD-00439,2025-01-30,Centro,Online,Moda,Privati,1,123.8,0.1,111.42,57.92,53.5,0,3
ORD-00440,2025-09-27,Isole,Store,Moda,Studenti,2,101.56,0.15,172.65,95.56,77.09,0,1
ORD-00441,2025-12-26,Centro,Partner,Moda,Privati,1,65.85,0,65.85,36.25,29.6,0,7
ORD-00442,2025-10-09,Nord,Online,Beauty,Professionisti,1,72.25,0.1,65.03,31.91,33.12,0,3
ORD-00443,2025-07-12,Centro,Partner,Moda,PMI,1,62.47,0.15,53.1,27.37,25.73,0,5
ORD-00444,2025-06-04,Centro,Partner,Elettronica,Privati,2,439.88,0,879.76,639.81,239.95,0,5
ORD-00445,2025-10-20,Centro,Online,Beauty,Privati,1,42.47,0.1,38.22,18.78,19.44,0,3
ORD-00446,2025-10-19,Sud,Store,Beauty,Professionisti,1,80.53,0.15,68.45,35.64,32.81,0,3
ORD-00447,2025-02-18,Sud,Online,Sport,Studenti,1,34.23,0,34.23,21.12,13.11,0,2
ORD-00448,2025-04-27,Isole,Partner,Moda,Studenti,2,24.06,0.1,43.31,22.34,20.97,0,6
ORD-00449,2025-03-18,Centro,Store,Casa,Professionisti,5,155.95,0.1,701.77,417.11,284.66,0,1
ORD-00450,2025-03-17,Nord,Online,Elettronica,Privati,1,95.2,0.1,85.68,58.64,27.04,0,5
ORD-00451,2025-03-11,Nord,Online,Sport,Studenti,2,189.52,0.1,341.14,207.7,133.44,0,4
ORD-00452,2025-10-22,Nord,Store,Elettronica,Privati,1,275.83,0,275.83,196.95,78.88,0,1
ORD-00453,2025-06-29,Nord,Partner,Moda,Privati,1,120.6,0,120.6,67.67,52.93,0,5
ORD-00454,2025-01-28,Centro,Store,Casa,Professionisti,1,68.06,0,68.06,39.07,28.99,0,1
ORD-00455,2025-06-19,Centro,Store,Elettronica,Studenti,1,260.12,0.15,221.1,162.23,58.87,0,1
ORD-00456,2025-12-06,Centro,Online,Sport,Privati,2,82.32,0.05,156.41,100.38,56.03,1,3
ORD-00457,2025-07-18,Isole,Store,Moda,Privati,1,50.76,0.15,43.15,23.31,19.84,0,1
ORD-00458,2025-06-11,Centro,Store,Sport,Privati,4,129.26,0.15,439.48,259.61,179.87,0,1
ORD-00459,2025-09-29,Sud,Online,Casa,Privati,2,69.75,0,139.5,79.35,60.15,0,2
ORD-00460,2025-11-17,Isole,Online,Casa,PMI,4,180.39,0,721.56,405.83,315.73,0,4
ORD-00461,2025-12-03,Nord,Store,Elettronica,Professionisti,3,364.28,0.05,1038.2,692.74,345.46,0,4
ORD-00462,2025-06-18,Sud,Online,Sport,Studenti,2,64.22,0,128.44,78.85,49.59,0,3
ORD-00463,2025-09-26,Isole,Online,Beauty,Professionisti,2,58.88,0,117.76,58.37,59.39,0,4
ORD-00464,2025-06-12,Centro,Online,Moda,Privati,5,138.22,0,691.1,376.03,315.07,0,4
ORD-00465,2025-11-23,Sud,Online,Beauty,Privati,1,88.83,0.1,79.95,41.18,38.77,0,3
ORD-00466,2025-04-29,Sud,Online,Moda,Studenti,2,85.73,0.15,145.74,81.41,64.33,0,3
ORD-00467,2025-07-18,Centro,Online,Sport,Privati,2,27.48,0,54.96,36.58,18.38,0,3
ORD-00468,2025-04-15,Isole,Partner,Elettronica,Professionisti,1,180.34,0.05,171.32,124.11,47.21,0,4
ORD-00469,2025-01-22,Sud,Store,Moda,Privati,4,82.06,0.1,295.42,162.44,132.98,0,2
ORD-00470,2025-08-20,Sud,Partner,Sport,Privati,2,187.33,0,374.66,237.52,137.14,0,3
ORD-00471,2025-11-19,Nord,Online,Beauty,PMI,2,42.16,0,84.32,42.37,41.95,0,5
ORD-00472,2025-03-14,Centro,Store,Sport,Studenti,1,121.6,0.15,103.36,65.43,37.93,0,2
ORD-00473,2025-06-15,Nord,Online,Sport,Professionisti,1,110.03,0,110.03,67.68,42.35,0,4
ORD-00474,2025-03-05,Nord,Store,Elettronica,Privati,2,323.04,0.1,581.47,407.09,174.38,0,1
ORD-00475,2025-10-09,Isole,Store,Casa,Studenti,2,41.01,0,82.02,46.3,35.72,0,1
ORD-00476,2025-08-17,Isole,Online,Casa,PMI,1,127.16,0,127.16,74.46,52.7,0,4
ORD-00477,2025-10-06,Nord,Store,Moda,Privati,2,68.82,0.05,130.76,67.81,62.95,0,1
ORD-00478,2025-11-14,Centro,Store,Moda,Privati,1,67.37,0,67.37,38.6,28.77,0,3
ORD-00479,2025-11-05,Centro,Partner,Casa,Privati,1,134.63,0.1,121.17,72.8,48.37,0,3
ORD-00480,2025-08-22,Centro,Online,Moda,Professionisti,1,118.52,0,118.52,67.11,51.41,0,3
ORD-00481,2025-02-03,Sud,Online,Casa,Privati,2,93.45,0.15,158.87,90.04,68.83,1,1
ORD-00482,2025-09-28,Sud,Online,Beauty,PMI,5,35.84,0.1,161.28,85.5,75.78,0,2
ORD-00483,2025-10-22,Centro,Online,Beauty,Studenti,2,64.44,0.05,122.44,64.59,57.85,0,4
ORD-00484,2025-04-10,Nord,Online,Elettronica,Privati,3,348.85,0.05,994.22,678.66,315.56,0,5
ORD-00485,2025-10-14,Sud,Online,Moda,Professionisti,1,25.6,0,25.6,14.04,11.56,0,5
ORD-00486,2025-06-24,Isole,Store,Casa,Professionisti,1,150.41,0.15,127.85,75.06,52.79,0,1
ORD-00487,2025-01-19,Nord,Online,Moda,PMI,2,55.53,0.05,105.51,61.0,44.51,1,2
ORD-00488,2025-12-14,Centro,Store,Casa,Professionisti,3,170.3,0,510.9,284.06,226.84,0,1
ORD-00489,2025-01-16,Nord,Online,Casa,Privati,2,46.23,0,92.46,56.97,35.49,0,4
ORD-00490,2025-01-17,Sud,Online,Casa,Privati,3,62.37,0.1,168.4,96.63,71.77,0,3
ORD-00491,2025-01-20,Nord,Partner,Moda,Privati,1,74.01,0,74.01,39.73,34.28,0,5
ORD-00492,2025-06-17,Sud,Partner,Elettronica,PMI,2,123.33,0.15,209.66,136.12,73.54,0,4
ORD-00493,2025-09-25,Centro,Online,Elettronica,Professionisti,3,183.32,0,549.96,360.29,189.67,0,4
ORD-00494,2025-06-09,Centro,Online,Moda,Privati,2,115.01,0.15,195.52,101.92,93.6,0,4
ORD-00495,2025-05-21,Nord,Partner,Elettronica,Privati,2,286.03,0,572.06,376.71,195.35,0,4
ORD-00496,2025-02-06,Nord,Partner,Casa,Privati,1,146.46,0,146.46,81.87,64.59,0,5
ORD-00497,2025-08-07,Isole,Store,Casa,Studenti,2,82.42,0,164.84,94.71,70.13,0,1
ORD-00498,2025-10-01,Sud,Partner,Elettronica,Studenti,1,349.83,0.15,297.36,204.4,92.96,0,3
ORD-00499,2025-12-17,Nord,Store,Moda,PMI,1,139.62,0,139.62,80.57,59.05,0,1
ORD-00500,2025-06-16,Nord,Online,Sport,Privati,1,58.5,0,58.5,37.31,21.19,0,2
ORD-00501,2025-02-22,Centro,Store,Casa,Studenti,1,62.3,0.05,59.18,34.4,24.78,0,1
